distance,led,tag,angle,relative_error
1,465,N1,35.0,0.004829337148940791
1,465,N1,40.0,0.012008325809152625
1,465,N1,45.0,0.01594620189982888
1,465,N1,50.0,0.027909729615091163
1,465,N1,55.0,0.041095127022329675
1,465,N1,60.0,0.07692658130302141
1,465,N1,65.0,0.16736422456636238
1,465,N1,70.0,0.31653119520174583
1,465,N1,75.0,0.39690507464404695
1,465,P1,0.0,0.004511178943065581
1,465,P1,5.0,0.006871509396583467
1,465,P1,10.0,0.006415488434250513
1,465,P1,15.0,0.0011933222548596847
1,465,P1,20.0,0.01104093255308006
1,465,P1,25.0,0.01550388154008445
1,465,P1,30.0,0.001588037712613149
1,465,P1,35.0,0.0047831383732717895
1,465,P1,40.0,0.011726689981237246
1,465,P1,45.0,0.015453357192194912
1,465,P1,50.0,0.026434187560286895
1,465,P1,55.0,0.0379740317090621
1,465,P1,60.0,0.06666929882939199
1,465,P1,65.0,0.12539196618991064
1,465,P1,70.0,0.193826761954599
1,465,P1,75.0,0.22126370218251143
1,465,P2,0.0,0.009063243800720626
1,465,P2,5.0,0.013649227994744934
1,465,P2,10.0,0.01274918462201238
1,465,P2,15.0,0.002389495948412507
1,465,P2,20.0,0.021840723154896418
1,465,P2,25.0,0.030534361949600238
1,465,P2,30.0,0.003171039694603075
1,465,P2,35.0,0.009520737740514937
1,465,P2,40.0,0.023181537261717955
1,465,P2,45.0,0.030436370282776175
1,465,P2,50.0,0.051506833814874864
1,465,P2,55.0,0.07316952168164821
1,465,P2,60.0,0.12500462683712327
1,465,P2,65.0,0.22284140985017586
1,465,P2,70.0,0.3247150560392114
1,465,P2,75.0,0.3623520485986649
1,480,N2,0.0,0.00878209344948387
1,480,N2,5.0,0.014085702230497732
1,480,N2,10.0,0.012838326084302675
1,480,N2,15.0,0.0023573215750811775
1,480,N2,20.0,0.0226952685857825
1,480,N2,25.0,0.03266409346149216
1,480,N2,30.0,0.00321694835600483
1,480,N2,35.0,0.009496457051652194
1,480,N2,40.0,0.023981871942385984
1,480,N2,45.0,0.0319124346251099
1,480,N2,50.0,0.0571906089351279
1,480,N2,55.0,0.08550829398484257
1,480,N2,60.0,0.16689677847580645
1,480,N2,65.0,0.40307780083471023
1,480,N2,70.0,0.9300124079046818
1,480,N2,75.0,1.3190564275163195
1,480,N1,0.0,0.004410413054539727
1,480,N1,5.0,0.0069935962580434125
1,480,N1,10.0,0.006378220206725621
1,480,N1,15.0,0.0011800516681691315
1,480,N1,20.0,0.011220310314786241
1,480,N1,25.0,0.016069597316429814
1,480,N1,30.0,0.0016058911435653713
1,480,N1,35.0,0.004725789397800479
1,480,N1,40.0,0.011848857084560283
1,480,N1,45.0,0.015705615104913678
1,480,N1,50.0,0.0278003451341495
1,480,N1,55.0,0.041001176658693385
1,480,N1,60.0,0.0770211023125898
1,480,N1,65.0,0.16773397877284746
1,480,N1,70.0,0.3174090339671136
1,480,N1,75.0,0.39741910278499853
1,480,P1,0.0,0.004449662755954258
1,480,P1,5.0,0.006897124845028305
1,480,P1,10.0,0.006297881654666895
1,480,P1,15.0,0.001182843300588995
1,480,P1,20.0,0.010974045913666259
1,480,P1,25.0,0.01556921527638142
1,480,P1,30.0,0.0016007498834434738
1,480,P1,35.0,0.004681541439995364
1,480,P1,40.0,0.01157456632027084
1,480,P1,45.0,0.015227306669637898
1,480,P1,50.0,0.02633604296628844
1,480,P1,55.0,0.03789379619460606
1,480,P1,60.0,0.06674028211784987
1,480,P1,65.0,0.1255994034339143
1,480,P1,70.0,0.19415557008627582
1,480,P1,75.0,0.22142335813427164
1,480,P2,0.0,0.008939101498919739
1,480,P2,5.0,0.0136997607299553
1,480,P2,10.0,0.012516933145702777
1,480,P2,15.0,0.002368488151520652
1,480,P2,20.0,0.0217098469699061
1,480,P2,25.0,0.03066106187975438
1,480,P2,30.0,0.0031963831569210657
1,480,P2,35.0,0.009319453472361757
1,480,P2,40.0,0.022884257286884622
1,480,P2,45.0,0.029997827224702442
1,480,P2,50.0,0.05132050685888932
1,480,P2,55.0,0.07302056594526737
1,480,P2,60.0,0.12512939323027567
1,480,P2,65.0,0.223168923243461
1,480,P2,70.0,0.32517634209460383
1,480,P2,75.0,0.3625661105294343
