distance,led,tag,angle,relative_error
1,480,P2,-2,0.017110511801618128
1,480,P2,3,0.04047016830161293
1,480,P2,8,0.010552451951361215
1,480,P2,13,0.012507118145408292
1,480,P2,18,0.03018013181126255
1,480,P2,23,0.017062135197049338
1,480,P2,28,0.0024800344351768857
1,480,P2,33,0.0033985412779061943
1,480,P2,38,0.010917049918122373
1,480,P2,43,0.006443306660836452
1,480,P2,48,0.00513376285075849
1,480,P2,53,0.017616977390971723
1,480,P2,58,0.014056011124774828
1,480,P2,63,0.011289256897484452
1,480,P2,68,0.04903972137014711
1,480,P2,73,0.02635398547004567
1,480,P3,-2,0.03230570835277578
1,480,P3,3,0.05227449487173319
1,480,P3,8,0.025294637932991484
1,480,P3,13,0.007960646110044635
1,480,P3,18,0.03759152210788421
1,480,P3,23,0.016090525182270877
1,480,P3,28,0.012248664105126752
1,480,P3,33,0.005108772844416955
1,480,P3,38,0.0313187729073595
1,480,P3,43,0.012332230492601334
1,480,P3,48,0.014162737841805212
1,480,P3,53,0.014762513507042167
1,480,P3,58,0.00810497601203863
1,480,P3,63,0.02088147833728474
1,480,P3,68,0.09613359073547591
1,480,P3,73,0.05545109546142297
