distance,led,tag,angle,relative_error
1,465,N2,33,0.014218069364597598
1,465,N2,38,0.010102323184625072
1,465,N2,43,0.009453081573982359
1,465,N2,48,0.009950229936721832
1,465,N2,53,0.014618906195226898
1,465,N2,58,0.01387449964294283
1,465,N2,63,0.009013535972690057
1,465,N2,68,0.037267113721778815
1,465,N2,73,0.016663968972941357
1,465,N3,-2,0.009396210343991693
1,465,N3,3,0.053150233908901855
1,465,N3,8,0.02508508331643365
1,465,N3,13,0.003982197039749733
1,465,N3,18,0.026521145130459927
1,465,N3,23,0.006794277506068452
1,465,N3,28,0.0370210535126212
1,465,N3,33,0.014495511640507754
1,465,N3,38,0.013164089200015076
1,465,N3,43,0.015068864039592011
1,465,N3,48,0.011337374290142886
1,465,N3,53,0.012774142835380987
1,465,N3,58,0.0030880626952440727
1,465,N3,63,0.008919682714663313
1,465,N3,68,0.06121189935009863
1,465,N3,73,0.08263814391542686
1,465,P1,-2,0.005679518426162454
1,465,P1,3,0.02849204415990148
1,465,P1,8,0.00139253751931083
1,465,P1,13,0.0027236216966651087
1,465,P1,18,0.005551130581984281
1,465,P1,23,0.002024789551200484
1,465,P1,28,0.005122470001742546
1,465,P1,33,0.002709481702455259
1,465,P1,38,0.0024687586655785456
1,465,P1,43,0.007592674728479927
1,465,P1,48,0.017632460560107817
1,465,P1,53,0.019325785292699876
1,465,P1,58,0.023131266349319023
1,465,P1,63,0.03256349763400302
1,465,P1,68,0.012532645313894898
1,465,P1,73,0.07892620688896271
1,465,P2,-2,0.018525651852998135
1,465,P2,3,0.0338705900400088
1,465,P2,8,0.004791483704442035
1,465,P2,13,0.019465777168071734
1,465,P2,18,0.018988656240913747
1,465,P2,23,0.0034476315422768866
1,465,P2,28,0.01651598605827367
1,465,P2,33,0.01167813086839275
1,465,P2,38,0.015397408257930921
1,465,P2,43,0.019012040260771475
1,465,P2,48,0.015478971717357588
1,465,P2,53,0.0019179317761073022
1,465,P2,58,0.032030912239642904
1,465,P2,63,0.029341446446419294
1,465,P2,68,0.0075235175310527655
1,465,P2,73,0.0981115432433304
1,465,P3,-2,0.012501053716350628
1,465,P3,3,0.03558287065648891
1,465,P3,8,0.014629347065921889
1,465,P3,13,0.006058513463468328
1,465,P3,18,0.021030913232004247
1,465,P3,23,0.02725628614094275
1,465,P3,28,0.031057223116444373
1,465,P3,33,0.022206708540646766
1,465,P3,38,0.012192082831555076
1,465,P3,43,0.009314389737405596
1,465,P3,48,0.01296841374087159
1,465,P3,53,0.0028739701563797173
1,465,P3,58,0.03843043659877787
1,465,P3,63,0.028044435786147924
1,465,P3,68,0.007068487425590702
1,465,P3,73,0.148507961566977
1,480,N1,-2,0.0023193526491467756
1,480,N1,3,0.01820315935306656
1,480,N1,8,0.00884991880678042
1,480,N1,13,0.0051850988941714166
1,480,N1,18,0.025864185753093055
1,480,N1,23,0.01533365783689238
1,480,N1,28,0.009827093029681789
1,480,N1,33,0.016297830647893634
1,480,N1,38,0.02951544412287638
1,480,N1,43,0.009691573795638682
1,480,N1,48,0.0031844387133755075
1,480,N1,53,5.99003004382656e-07
1,480,N1,58,0.0049067617783116035
1,480,N1,63,0.01113391012674637
1,480,N1,68,0.024948948635627945
1,480,N1,73,0.04823293380702853
1,480,N2,-2,0.00285502297688588
1,480,N2,3,0.02760531146180509
1,480,N2,8,0.010836391149888214
1,480,N2,13,0.018617856057084037
1,480,N2,18,0.020649693123435495
1,480,N2,23,0.0318813161333292
1,480,N2,28,0.03249643023685189
1,480,N2,33,0.014485978549501203
1,480,N2,38,0.009812520062676916
1,480,N2,43,0.009319881691987938
1,480,N2,48,0.00995375715063123
1,480,N2,53,0.014666289483562118
1,480,N2,58,0.014005769166207188
1,480,N2,63,0.008918671978050508
1,480,N2,68,0.03687606001279266
1,480,N2,73,0.016470751606881846
1,480,N3,-2,0.009382947480598453
1,480,N3,3,0.05307699588458599
1,480,N3,8,0.024859805855865384
1,480,N3,13,0.004120683633537707
1,480,N3,18,0.02652251772185728
1,480,N3,23,0.0068287982684267666
1,480,N3,28,0.03713686949546553
1,480,N3,33,0.014779729845432134
1,480,N3,38,0.012889840945733035
1,480,N3,43,0.015154712340271922
1,480,N3,48,0.01142053115965887
1,480,N3,53,0.012901144406284717
1,480,N3,58,0.0029096602446261246
1,480,N3,63,0.008953182423353823
1,480,N3,68,0.06044550596464348
1,480,N3,73,0.08210450098421684
1,480,P1,-2,0.005707350545805556
1,480,P1,3,0.028465766730436933
1,480,P1,8,0.0015261564377252942
1,480,P1,13,0.0026861036309276964
1,480,P1,18,0.005545441393355174
1,480,P1,23,0.0023654338795637904
1,480,P1,28,0.005447680995793057
1,480,P1,33,0.0023600148340134604
1,480,P1,38,0.002330971445203941
1,480,P1,43,0.007487488621746552
1,480,P1,48,0.017804404896498628
1,480,P1,53,0.019105241159461165
1,480,P1,58,0.023206804824979808
1,480,P1,63,0.03231259272769881
1,480,P1,68,0.012557671460241174
1,480,P1,73,0.07849198667361011
1,480,P2,-2,0.01862657903909707
1,480,P2,3,0.03371632985323323
1,480,P2,8,0.0049625935681199785
1,480,P2,13,0.019392858903403944
1,480,P2,18,0.019005574423704777
1,480,P2,23,0.0036275607074446395
1,480,P2,28,0.016834990045050527
1,480,P2,33,0.011867224955004311
1,480,P2,38,0.015423237514006047
1,480,P2,43,0.019141815950703356
1,480,P2,48,0.015628247542391352
1,480,P2,53,0.0019135861020002376
1,480,P2,58,0.03224251924538924
1,480,P2,63,0.029432008628108464
1,480,P2,68,0.0070896145121017405
1,480,P2,73,0.09766664798392315
1,480,P3,-2,0.012548324300016123
1,480,P3,3,0.03552721263035644
1,480,P3,8,0.0144405299891587
1,480,P3,13,0.005942218325311023
1,480,P3,18,0.020966763465605668
1,480,P3,23,0.02736245096280987
1,480,P3,28,0.03092813598432647
1,480,P3,33,0.02252176617926817
1,480,P3,38,0.012221934146767758
1,480,P3,43,0.00945007990649497
1,480,P3,48,0.013008144967056172
1,480,P3,53,0.0033654002487848436
1,480,P3,58,0.038562261779360875
1,480,P3,63,0.02771725421890164
1,480,P3,68,0.006743501109387607
1,480,P3,73,0.14779760269630302
