led,distance,concentrator,angle,weighted_ch0_baseline_mean,weighted_ch0_baseline_sigma,weighted_ch0_dcr,weighted_ch0_dcr_error,weighted_ch0_led,weighted_ch0_led_error,weighted_ch0_trigger_ratio,weighted_ch0_trigger_ratio_error,weighted_ch0_lambda,weighted_ch0_lambda_error,weighted_ch1_baseline_mean,weighted_ch1_baseline_sigma,weighted_ch1_dcr,weighted_ch1_dcr_error,weighted_ch1_led,weighted_ch1_led_error,weighted_ch1_trigger_ratio,weighted_ch1_trigger_ratio_error,weighted_ch1_lambda,weighted_ch1_lambda_error,weighted_test_cali,weighted_test_cali_error,total_ch0_baseline_mean,total_ch0_baseline_sigma,total_ch0_dcr,total_ch0_dcr_error,total_ch0_led,total_ch0_led_error,total_ch0_trigger_ratio,total_ch0_trigger_ratio_error,total_ch0_lambda,total_ch0_lambda_error,total_ch1_baseline_mean,total_ch1_baseline_sigma,total_ch1_dcr,total_ch1_dcr_error,total_ch1_led,total_ch1_led_error,total_ch1_trigger_ratio,total_ch1_trigger_ratio_error,total_ch1_lambda,total_ch1_lambda_error,total_test_cali,total_test_cali_error
365.0,1.0,1.0,0.0,393.19526392352947,0.07365251300076582,3.329406897662644,0.029816419607221336,571.2783949680353,2.241766868252342,0.008751200903309256,3.434079148669597e-05,0.008801336932619143,3.472117796034672e-05,488.25818111894847,0.08142333071597395,6.257408741708981,0.040476254726338264,1916.9842258430963,3.9116086740992064,0.02936556718509636,5.992047601252551e-05,0.029949700049793932,6.230587440559785e-05,3.430148794385597,0.08050391599164834,393.19526392352947,0.07365251300076582,3.3621111369235916,0.029962867640472218,11443.73435211626,44.86769413823635,0.0087651151594027,3.436557455440064e-05,0.008815646159690986,3.4746637417139344e-05,488.25818111894847,0.08142333071597395,6.284889227431981,0.04056496778570238,38360.79503831262,78.25378287973813,0.02938173639576635,5.9937027328210454e-05,0.029967453602364347,6.232410871365372e-05,3.4253821528720754,0.017699763905697715
365.0,1.0,1.0,5.0,393.7519833909389,0.2070324290011806,5.56769728676424,0.1031903170766107,688.8397448168965,6.7878588537465,0.0105520871541017,0.0001039807595557,0.0106077364445844,0.0001050896602952,486.6477232198798,0.2186365156149318,8.171153131084194,0.1241598868334671,1906.0574318111785,10.54210190295024,0.0291982045186235,0.0001614906511903,0.0296320286136676,0.0001663476541194,2.7934355994294715,0.17834939088198926,393.7519833909389,0.2070324290011806,5.618935850532894,0.1036640514635058,13810.736040771577,135.8889286671635,0.0105780841137068,0.0001040816733676,0.0106344297503129,0.0001051944288847,486.6477232198798,0.2186365156149318,8.214245692467527,0.1244868495970751,38141.80950703763,210.88258862644943,0.0292140308831713,0.0001615217142678,0.0296492581422224,0.0001663824152864,2.7880440078463025,0.0317078209928205
365.0,1.0,1.0,10.0,393.4820176546702,0.2070591011321192,4.838245634416827,0.0960794468141586,800.2231951643262,7.075867546024046,0.0122583210043554,0.00010839257883,0.0123337073725267,0.0001097377663502,487.6578453635215,0.2172559149141094,7.034319615699103,0.1148919671788464,1926.5714271575275,10.47346079036402,0.0295124299503297,0.00016043904397,0.0299559812163618,0.0001653179405129,2.428789682742794,0.1594655603166552,393.4820176546702,0.2070591011321192,4.943567715796686,0.097119576712848,16026.00269448153,141.64874419622868,0.0122748182402585,0.000108493217062,0.0123507760404782,0.0001098415015285,487.6578453635215,0.2172559149141094,7.078299222843143,0.1152505683353347,38544.8885870446,209.51740905238773,0.0295227394202241,0.0001604759566884,0.0299673072711943,0.0001653577710749,2.426350147794759,0.0253947203300772
365.0,1.0,1.0,15.0,394.5451278935229,0.2063722848913921,4.981367207980273,0.0970091846065671,884.5432286379761,7.349038543354015,0.0135499881837924,0.0001125771835685,0.0136421385493242,0.0001141235378256,486.70065310627297,0.2199334420754793,7.664559610448407,0.1200814024493144,1916.330018478953,10.513567691273554,0.0293555456262094,0.0001610534266432,0.0297944944821687,0.0001659241924418,2.1840046833159072,0.14815007904064445,394.5451278935229,0.2063722848913921,4.995035760168875,0.0971421869225363,17711.940912647293,147.0673221399853,0.013566131213731,0.0001126434759037,0.0136589919689579,0.0001141926280799,486.70065310627297,0.2199334420754793,7.68145828800079,0.120213706178398,38338.591492234846,210.2996334500034,0.0293647300032436,0.0001610750868949,0.0298045043271707,0.0001659481082893,2.182042744801791,0.0219178773986863
365.0,1.0,1.0,20.0,393.8527569897981,0.2104465800070403,5.393362803520177,0.1006955869872593,977.602675864052,7.698723538893621,0.0149755311866429,0.0001179338777403,0.015088366500075,0.000119726833762,486.49709344719264,0.2158174773846109,7.879294172461273,0.1216670545403975,1917.444433616769,10.532840432674528,0.0293726169365313,0.0001613486585887,0.0298120832450655,0.0001662312768024,1.975832390134296,0.1384274036199166,393.8527569897981,0.2104465800070403,5.408802230905928,0.1008396131925652,19572.342618204148,154.0486435006566,0.0149910712455607,0.0001179906889557,0.0151045731258135,0.0001197864156469,486.49709344719264,0.2158174773846109,7.914985663348761,0.1219423058483702,38361.30414024648,210.69513034889604,0.0293821263329093,0.0001613780103775,0.0298224271104234,0.0001662631760198,1.9743972148049185,0.0191398649963604
365.0,1.0,1.0,25.0,393.1023921493471,0.2059521427480703,5.105546377505887,0.0978969385194318,1035.0765544407038,7.844199048620286,0.0158559521207215,0.0001201623628771,0.0159826510390394,0.0001220983341383,487.03481216025926,0.2164551870163807,7.122932049237771,0.1155198364576984,1874.8666839994448,10.355466120033086,0.0287203842524424,0.000158631527574,0.0291397803550462,0.0001633221438523,1.8232132006053905,0.13143376380031693,393.1023921493471,0.2059521427480703,5.1489870924264745,0.0983125360751871,20713.57523291362,156.93890850957618,0.0158651771085429,0.000120204433601,0.0159923761820051,0.0001221422419012,487.03481216025926,0.2164551870163807,7.1567804153867085,0.1157939878468756,37528.59740036343,207.17552251407,0.0287443301166999,0.0001586822323177,0.0291655395996358,0.0001633784360165,1.8237152045268452,0.0172735389029151
365.0,1.0,1.0,30.0,393.87892276877534,0.2082925321378949,4.838935706605115,0.0952579486928938,1108.8555763044928,8.042159819423805,0.0169861454703506,0.0001231948501749,0.0171313785119975,0.0001253235866657,487.038328705164,0.2150564167406738,7.632228261212674,0.1196050115149375,1860.7146802814384,10.366564001594805,0.0285035949798014,0.0001588015318871,0.0289172052012949,0.0001634607233882,1.6879672106388586,0.12492057811390003,393.87892276877534,0.2082925321378949,4.858699182274305,0.0954522796258482,22204.740469520693,160.92873220352325,0.0170073073449147,0.0001232603647392,0.0171535925807235,0.0001253929613721,487.038328705164,0.2150564167406738,7.656661804939891,0.1197963081467355,37224.73602483974,207.36211990845743,0.0285115931562804,0.0001588251531161,0.0289259434898641,0.0001634864111576,1.6862906912205606,0.015581562629845
365.0,1.0,1.0,35.0,393.738395067573,0.2143526966479006,5.309399342917396,0.0999575948589616,1153.8902251755298,8.244209776068429,0.0176760144787917,0.0001262899781873,0.0178336720967365,0.0001285624315365,486.4693728921973,0.2156361034444013,7.099387383194822,0.1151917976923475,1775.8288693223456,10.103482658497688,0.0272032608658446,0.0001547714868029,0.0275789837421447,0.000159099452094,1.546455693058949,0.11949264238421167,393.738395067573,0.2143526966479006,5.3519961928938,0.1003577693737826,23093.5546393636,164.9319928071963,0.0176880780019635,0.000126326587628,0.0178463815552178,0.0001286012974077,486.4693728921973,0.2156361034444013,7.139792666668296,0.1155191325272382,35543.55973583752,202.13768808690503,0.0272239274937481,0.0001548235968802,0.0276013645918005,0.00015915646083,1.5466084542908716,0.0142738079725121
365.0,1.0,1.0,40.0,393.4429173065185,0.14597336796424315,4.988698352413133,0.06845738332487188,1104.0041951050434,5.691508402444774,0.016911828969133548,8.718609685114503e-05,0.0170574895970041,8.870189076170766e-05,486.96018798162413,0.14862797227248695,6.1675532021814075,0.07592810905321443,1643.6804489246792,6.847435337836897,0.02517892844553725,0.00010489331093494833,0.0255039672730986,0.00010763145265443466,1.495984395339569,0.08435217588519886,393.4429173065185,0.14597336796424315,5.028654341735419,0.06873131804029305,22103.178046759793,113.88519159093617,0.01692951749905005,8.72282411082203e-05,0.017076085912951698,8.874641752024235e-05,486.96018798162413,0.14862797227248695,6.215071647656947,0.07622001650400732,32889.63554441537,136.97924893426546,0.025191203695171,0.0001049167041469392,0.0255172006336847,0.00010765677271891065,1.4951899824885815,0.010069451611816875
365.0,1.0,1.0,45.0,393.6231474520378,0.2200374606480765,6.279150574775219,0.1086729375617916,1240.4395665314612,8.611874454522663,0.0190018315951509,0.0001319220964234,0.0191842389277378,0.0001344773935279,486.7157490987578,0.2149817847091685,6.789822604001727,0.1128293194417592,1775.6287880018265,10.082362370157174,0.0272001958946357,0.0001544479529742,0.0275761356290174,0.0001587663868856,1.437437040525281,0.1141889273943932,393.6231474520378,0.2200374606480765,6.313835419253784,0.1089726686312485,24823.831021047725,172.29458389940115,0.019013350965876,0.0001319658271288,0.0191964290566588,0.0001345235709973,486.7157490987578,0.2149817847091685,6.82100242907178,0.1130880867990378,35531.93643966765,201.69706436447387,0.0272150248465591,0.0001544861093477,0.0275922128386856,0.0001588080750562,1.437361748752665,0.0130344737007025
365.0,1.0,1.0,50.0,393.5568303090241,0.2093054073022319,5.014763133750426,0.0970202065527485,1197.479846507778,8.337868578921208,0.0183437476487097,0.0001277247024957,0.0185135691553975,0.0001301114116293,486.8235594592985,0.2085108883639787,6.877286801951908,0.1134825431723111,1547.8353152661575,9.50731345261308,0.023710712550033,0.0001456389928402,0.0239958177454776,0.0001491760378602,1.2961205667077826,0.11027875349888074,393.5568303090241,0.2093054073022319,5.071767191662022,0.0975700747372934,23967.15720597222,166.8080594642755,0.0183571976148684,0.0001277635259377,0.0185277818242639,0.0001301527659829,486.8235594592985,0.2085108883639787,6.915447544114763,0.1137969540306621,30967.18304794565,190.1766277941504,0.0237187370158897,0.0001456622455531,0.0240045547977213,0.0001492011073815,1.2955978770370131,0.0121523877252721
365.0,1.0,1.0,55.0,393.8815074506532,0.2104318798651857,5.105073506020175,0.0981481737688532,1117.0506630060308,8.112768233897645,0.0171116829504599,0.0001242764741712,0.017259468547338,0.000126440063562,486.15155858359583,0.2073577272278669,6.87493142272655,0.1140023359499063,1312.389203994896,8.89543661081604,0.0201040012866864,0.0001362658794548,0.0203084593131065,0.0001390615560143,1.1766561210970028,0.10862417490510619,393.8815074506532,0.2104318798651857,5.13630219342089,0.09844791142814,22354.974822250475,162.30716811047446,0.017122376548905,0.0001243161520454,0.0172706595135511,0.0001264818214183,486.15155858359583,0.2073577272278669,6.892484441427054,0.1141477780897109,26257.60475429883,177.93575830455703,0.0201115232493097,0.0001362865795837,0.0203165130271331,0.0001390837659768,1.1763600001026056,0.0117929380253638
365.0,1.0,1.0,60.0,393.57191292245216,0.2095761339215301,5.602069145137503,0.1025555691540326,1031.601483445335,7.897727325142855,0.0158027188027777,0.0001209823426032,0.0159286319788322,0.00012292487856,486.3942901800359,0.2020726722781734,6.632201867718988,0.1123339999477738,1015.7008048817756,8.016905534188501,0.0155591422316448,0.0001228079891879,0.0156808225538219,0.0001247489499106,0.984442516762296,0.1044564388677462,393.57191292245216,0.2095761339215301,5.632371446344983,0.1028325631137048,20643.121534761613,157.98799309967038,0.0158112144108161,0.000121007960401,0.0159375450581922,0.0001229519805274,486.3942901800359,0.2020726722781734,6.7031255418859255,0.1129330433334256,20329.621393171823,160.3624142727873,0.015571094817074,0.0001228266040692,0.0156935976467079,0.0001247694002304,0.9846935390241336,0.010908480672993
365.0,1.0,1.0,65.0,393.3322620941973,0.2028239758649331,5.313589327905979,0.1004319123433858,935.802496781119,7.584377353476966,0.0143352098158871,0.0001161822511255,0.0144385714464098,0.0001178719556201,486.7498417969992,0.1972070721293448,7.18540125826354,0.1184937131929137,727.6266929170109,7.251079713231888,0.0111462422321845,0.0001110765887443,0.011208453658077,0.0001123286168919,0.7762855002434468,0.10017122841831631,393.3322620941973,0.2028239758649331,5.383462659004917,0.1010900919966656,18731.79042255751,151.74641738758575,0.01434726594865,0.000116227341749,0.0144511831178114,0.0001179191592878,486.7498417969992,0.1972070721293448,7.222233990782134,0.118797027390779,14566.230600139896,145.09851336000222,0.0111567329964306,0.0001111355034926,0.0112194361531262,0.0001123894020428,0.776368001267521,0.0100308058102003
365.0,1.0,1.0,70.0,392.912440952168,0.2021171570941431,5.153588546617891,0.0989596796248947,838.5555002167483,7.231577493747133,0.0128455193047908,0.0001107778415095,0.0129283614368768,0.0001122193434053,487.1129768705824,0.1890252635193838,7.119464815883759,0.1208230555585069,324.994685028642,5.9481806751785165,0.0049784725035024,9.111796377416878e-05,0.0049906819485685,9.157385487624092e-05,0.3860258682382705,0.0885197189651272,392.912440952168,0.2021171570941431,5.183835182930953,0.099249654120468,16788.112512694926,144.7205650434626,0.0128585420593557,0.0001108460210198,0.0129419287030042,0.0001122899054924,487.1129768705824,0.1890252635193838,7.160222470790501,0.121168407120345,6504.883829879929,119.02198783840524,0.0049822946000918,9.116267450858244e-05,0.0049947476100952,9.16191480954032e-05,0.385935336588261,0.0078312540221038
365.0,1.0,1.0,75.0,393.4366505666919,0.1984961382432473,4.773488472951074,0.0952580598659782,768.5913454747521,6.9388841518120845,0.0117737644833754,0.0001062941812471,0.0118431856596782,0.0001075605583925,486.6755161689702,0.1900369199470714,7.171149295422551,0.1295574264797218,85.59160398260543,5.869935865361723,0.0013111458943413,8.991936068261373e-05,0.0013117779268816,9.003740601579154e-05,0.1107622530437674,0.08757128196275306,393.4366505666919,0.1984961382432473,4.815071888579902,0.0956720721926115,15399.351962725696,138.9079682633685,0.0117948467851759,0.0001063939707899,0.0118649578352235,0.0001076638493979,486.6755161689702,0.1900369199470714,7.206851113093183,0.1298795291679164,1712.7009840164735,117.6471968036812,0.0013118114154537,9.01096789243882e-05,0.0013126725932662,9.022804109869548e-05,0.1106344086086292,0.0076705602128598
365.0,1.0,1.0,80.0,393.8976810156952,0.2019510398932472,5.221390271769153,0.100083256963315,696.604430755147,6.7746393027212095,0.0106710237554403,0.0001037781755931,0.0107280204539007,0.0001048975275981,486.8209279693185,0.18640119810268,6.680611355763832,0.1262628775193423,62.16749761652537,5.745131488868857,0.0009523207355472,8.800752893486742e-05,0.0009526151848302,8.809141554344332e-05,0.08879692100921,0.09086866834809344,393.8976810156952,0.2019510398932472,5.269814931447812,0.1005462861819556,13949.04470792448,135.59310365996478,0.0106840109588882,0.0001038550119944,0.0107414948093274,0.0001049765829571,486.8209279693185,0.18640119810268,6.712818268783424,0.1265668652780734,1238.707409732766,115.24391326282668,0.0009487648665232,8.8268928663317e-05,0.0009492152287903,8.835275465279212e-05,0.0883690068877695,0.0082705831759763
