led,mean,max_error,relative_error
365.0,1.8864538932170367,0.07154551495160333,0.03792592822377133
415.0,1.987959001651204,0.1213217536872313,0.06102829765928831
465.0,1.9993845578670122,0.0982289070842488,0.04912957174633858
480.0,1.9738358510389424,0.09736634966848334,0.04932849386499585
