led,mean,max_error,relative_error
365.0,1.8575433788846059,0.09051136629690992,0.04872638094258614
415.0,1.9296784941743426,0.01846876880560644,0.009570904615127987
465.0,1.9459296200755172,0.0240049464837484,0.01233597877132721
480.0,1.9384014039603208,0.015227182416938101,0.00785553620928444
