led,mean,max_error,relative_error
365.0,1.7865464969274913,0.09745296027998251,0.054548236190651876
415.0,1.8039153836735011,0.03513159118179221,0.019475187971538934
465.0,1.822418911951401,0.0371623572823665,0.02039177547964204
480.0,1.8190074998422698,0.05184104530425104,0.02849963252419041
